paper_title,arxiv_id,fig1_file_path,abstract,fig1_caption
How Johnny Can Persuade LLMs to Jailbreak Them: Rethinking Persuasion to Challenge AI Safety by Humanizing LLMs,2401.06373v2,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2401.06373v2_0.pdf,"Most traditional AI safety research has approached AI models as machines and centered on algorithm-focused attacks developed by security experts. As {large language models} (LLMs) become increasingly common and competent, non-expert users can also impose risks during daily interactions. This paper introduces a new perspective on jailbreaking LLMs as human-like communicators to explore this overlooked intersection between everyday language interaction and AI safety. Specifically, we study how to persuade LLMs to jailbreak them. First, we propose a persuasion taxonomy derived from decades of social science research. Then we apply the taxonomy to automatically generate interpretable {persuasive adversarial prompts} (PAP) to jailbreak LLMs. Results show that persuasion significantly increases the jailbreak performance across all risk categories: PAP consistently achieves an attack success rate of over $92\%$ on Llama 2-7b Chat, GPT-3.5, and GPT-4 in $10$ trials, surpassing recent algorithm-focused attacks. On the defense side, we explore various mechanisms against PAP, find a significant gap in existing defenses, and advocate for more fundamental mitigation for highly interactive LLMs{Y. Zeng}, {W. Shi}, {R. Jia}}{ We have informed Meta and OpenAI of our findings. For safety concerns, we only publicly release our persuasion taxonomy at {}. Researchers can apply for the jailbreak data upon review.}.","We propose a persuasion taxonomy with persuasion techniques, and apply it to automatically paraphrase plain harmful queries into human-readable persuasive adversarial prompts (PAP). This method achieves an attack success rate of over {92\%} on Llama-2, GPT-3.5, and GPT-4 {without specialized optimization. }"
Causal-Guided Active Learning for Debiasing Large Language Models,2408.12942v2,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2408.12942v2_0.pdf,"Although achieving promising performance, recent analyses show that current generative large language models (LLMs) may still capture dataset biases and utilize them for generation, leading to poor generalizability and harmfulness of LLMs. However, due to the diversity of dataset biases and the over-optimization problem, previous prior-knowledge-based debiasing methods and fine-tuning-based debiasing methods may not be suitable for current LLMs. To address this issue, we explore combining active learning with the causal mechanisms and propose a casual-guided active learning (CAL) framework, which utilizes LLMs itself to automatically and autonomously identify informative biased samples and induce the bias patterns. Then a cost-effective and efficient in-context learning based method is employed to prevent LLMs from utilizing dataset biases during generation. Experimental results show that CAL can effectively recognize typical biased instances and induce various bias patterns for debiasing LLMs.",(a) Dataset bias under causal perspective (b) Illustration of the Causal-Guided Active Learning framework.
Towards Better Understanding of Contrastive Sentence Representation Learning: A Unified Paradigm for Gradient,2402.18281v2,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2402.18281v2_0.pdf,"Sentence Representation Learning (SRL) is a crucial task in Natural Language Processing (NLP), where contrastive Self-Supervised Learning (SSL) is currently a mainstream approach. However, the reasons behind its remarkable effectiveness remain unclear. Specifically, many studies have investigated the similarities between contrastive and non-contrastive SSL from a theoretical perspective. Such similarities can be verified in classification tasks, where the two approaches achieve comparable performance. But in ranking tasks (i.e., Semantic Textual Similarity (STS) in SRL), contrastive SSL significantly outperforms non-contrastive SSL. Therefore, two questions arise: First, {what commonalities enable various contrastive losses to achieve superior performance in STS?} Second, {how can we make non-contrastive SSL also effective in STS?} To address these questions, we start from the perspective of gradients and discover that four effective contrastive losses can be integrated into a unified paradigm, which depends on three components: the {Gradient Dissipation}, the {Weight}, and the {Ratio}. Then, we conduct an in-depth analysis of the roles these components play in optimization and experimentally demonstrate their significance for model performance. Finally, by adjusting these components, we enable non-contrastive SSL to achieve outstanding performance in STS. % SRL .}",Average Spearman's correlation on Semantic Textual Similarity tasks for ineffective optimization objectives before (``ori'') and after (``mod'') modifications under different backbones.
Emergent Word Order Universals from Cognitively-Motivated Language Models,2402.12363v2,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2402.12363v2_0.pdf,"The world's languages exhibit certain so-called typological or implicational universals; for example, Subject-Object-Verb (SOV) languages typically use postpositions. Explaining the source of such biases is a key goal of linguistics. We study word-order universals through a computational simulation with language models (LMs). Our experiments show that typologically-typical word orders tend to have lower perplexity estimated by LMs with cognitively plausible biases: syntactic biases, specific parsing strategies, and memory limitations. This suggests that the interplay of cognitive biases and predictability (perplexity) can explain many aspects of word-order universals. It also showcases the advantage of cognitively-motivated LMs, typically employed in cognitive modeling, in the simulation of language universals. [width=1.1em,height=1.1em]{logo/github.png} { }",We compare the word orders that are challenging for LMs to those that are infrequent in attested languages (\cref{sec:design}). We examine the advantage of cognitively-motivated LMs (\cref{sec:model}) in simulating the word-order universals (the world's word-order distribution) with their inductive biases (\cref{sec:experiment}).
CausalGym: Benchmarking causal interpretability methods on linguistic tasks,2402.12560v1,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2402.12560v1_0.pdf,"Language models (LMs) have proven to be powerful tools for psycholinguistic research, but most prior work has focused on purely behavioural measures (e.g., surprisal comparisons). At the same time, research in model interpretability has begun to illuminate the abstract causal mechanisms shaping LM behavior. To help bring these strands of research closer together, we introduce . We adapt and expand the SyntaxGym suite of tasks to benchmark the ability of interpretability methods to causally affect model behaviour. To illustrate how can be used, we study the models (14M--6.9B) and assess the causal efficacy of a wide range of interpretability methods, including linear probing and distributed alignment search (DAS). We find that DAS outperforms the other methods, and so we use it to study the learning trajectory of two difficult linguistic phenomena in : negative polarity item licensing and filler--gap dependencies. Our analysis shows that the mechanism implementing both of these tasks is learned in discrete stages, not gradually. [width=1.25em,height=1.25em]{logos/github.png}{}","The \benchmarktitle{} pipeline: {(1)} take an input minimal pair ($\mathbf{b}, \mathbf{s}$) exhibiting a linguistic alternation that affects next-token predictions ($y_b, y_s$); {(2)} intervene on the base forward pass using a pre-defined intervention function that operates on aligned representations from both inputs; {(3)} check how this intervention affected the next-token prediction probabilities. In aggregate, such interventions assess the causal role of the intervened representation on the model's behaviour."
Speech Translation with Speech Foundation Models and Large Language Models: What is There and What is Missing?,2402.12025v3,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2402.12025v3_0.png,"The field of natural language processing (NLP) has recently witnessed a transformative shift with the emergence of foundation models, particularly Large Language Models (LLMs) that have revolutionized text-based NLP. This paradigm has extended to other modalities, including speech, where researchers actively the combination of Speech Foundation Models (SFMs) and LLMs capable of addressing multimodal tasks. Among such tasks, this paper focuses on speech-to-text translation (ST). By examining the published papers on the topic, we propose a unified view of the architectural solutions and training strategies presented so far, highlighting similarities and differences among them. Based on this examination, the lessons learned but also % how diverse settings and evaluation approaches hinder the identification of the best-performing solution for each architectural building block and training choice.} Lastly, we recommendations for future works on the topic aimed at better understanding the strengths and weaknesses of the",\mg{Architectural building blocks of ST models based on the combination of an SFM and an LLM}.
Arabic Diacritics in the Wild: Exploiting Opportunities for Improved Diacritization,2406.05760v1,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2406.05760v1_0.png,"The widespread absence of diacritical marks in Arabic text poses a significant challenge for Arabic natural language processing (NLP). This paper explores instances of naturally occurring diacritics, referred to as ``diacritics in the wild,'' to unveil patterns and latent information across six diverse genres: news articles, novels, children's books, poetry, political documents, and ChatGPT outputs. We present a new annotated dataset that maps real-world partially diacritized words to their maximal full diacritization in context. Additionally, we propose extensions to the analyze-and-disambiguate approach in Arabic NLP to leverage these diacritics, resulting in notable improvements. Our contributions encompass a thorough analysis, valuable datasets, and an extended diacritization algorithm. We release our code and datasets as open source.","(a) The nine Arabic diacritics commonly used in Modern Standard Arabic, grouped by function; and four examples of diacritic clusters. (b) A visually annotated example of a diacritized phrase meaning `and the bright suns [lit. and-the-suns the-bright]'. Diacritics are marked in red; and so are the undiacritized vowel-lengthening helping letters. Silent letters appear in dotted boxes."
Disinformation Capabilities of Large Language Models,2311.08838v2,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2311.08838v2_0.pdf,"Automated disinformation generation is often listed as an important risk associated with large language models (LLMs). The theoretical ability to flood the information space with disinformation content might have dramatic consequences for societies around the world. This paper presents a comprehensive study of the disinformation capabilities of the current generation of LLMs to generate false news articles in the English language. In our study, we evaluated the capabilities of 10 LLMs using 20 disinformation narratives. We evaluated several aspects of the LLMs: how good they are at generating news articles, how strongly they tend to agree or disagree with the disinformation narratives, how often they generate safety warnings, etc. We also evaluated the abilities of detection models to detect these articles as LLM-generated. We conclude that LLMs are able to generate convincing news articles that agree with dangerous disinformation narratives.","Summary of how many generated texts we consider {dangerous} or {safe}. Dangerous texts are disinformation articles that could be misused by bad actors. Safe texts contain disclaimers, provide counterarguments, argue against the user, etc. Note that GPT-4 annotations are generally slightly biased towards safety."
Learn or Recall? Revisiting Incremental Learning with Pre-trained Language Models,2312.07887v5,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2312.07887v5_0.pdf,"Incremental Learning (IL) has been a long-standing problem in both vision and Natural Language Processing (NLP) communities. In recent years, as Pre-trained Language Models (PLMs) have achieved remarkable progress in various NLP downstream tasks, utilizing PLMs as backbones has become a common practice in recent research of IL in NLP. Most assume that catastrophic forgetting is the biggest obstacle to achieving superior IL performance and propose various techniques to overcome this issue. However, we find that this assumption is problematic. Specifically, we revisit more than 20 methods on four classification tasks (Text Classification, Intent Classification, Relation Extraction, and Named Entity Recognition) under the two most popular IL settings (Class-Incremental and Task-Incremental) and reveal that most of them severely underestimate the inherent anti-forgetting ability of PLMs. Based on the observation, we propose a frustratingly easy method called SEQ* for IL with PLMs. The results show that SEQ* has competitive or superior performance compared with state-of-the-art (SOTA) IL methods yet requires considerably less trainable parameters and training time. These findings urge us to revisit the IL with PLMs and encourage future studies to have a fundamental understanding of the catastrophic forgetting in PLMs. The data, code and scripts are publicly available {https://github.com/zzz47zzz/codebase-for-incremental-learning-with-llm}}.",The comparison between the proposed SEQ* and SOTA IL methods on five class-incremental tasks. We report the average accuracy after learning the final task. The detailed results are provided in Table \ref{tab:sota_main_gen_pythia410m}.
Cendol: Open Instruction-tuned Generative Large Language Models for Indonesian Languages,2404.06138v2,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2404.06138v2_0.png,"Large language models (LLMs) show remarkable human-like capability in various domains and languages. However, a notable quality gap arises in low-resource languages, e.g., Indonesian indigenous languages, rendering them ineffective and inefficient in such linguistic contexts. To bridge this quality gap, we introduce Cendol, a collection of Indonesian LLMs encompassing both decoder-only and encoder-decoder architectures across a range of model sizes. We highlight Cendol's effectiveness across a diverse array of tasks, attaining $$20\% improvement, and demonstrate its capability to generalize to unseen tasks and indigenous languages of Indonesia. Furthermore, Cendol models showcase improved human favorability despite their limitations in capturing indigenous knowledge and cultural values in Indonesia. In addition, we discuss the shortcomings of parameter-efficient tunings, such as LoRA, for language adaptation. Alternatively, we propose the usage of vocabulary adaptation to enhance efficiency. Lastly, we evaluate the safety of Cendol and showcase that safety in pre-training in one language such as English is transferable to low-resource languages, such as Indonesian, even without RLHF and safety fine-tuning.",Overview of Cendol Collection and LLM adaptation into Cendol$^{inst}$ and Cendol$^{chat}$ models.
Latxa: An Open Language Model and Evaluation Suite for Basque,2403.20266v2,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2403.20266v2_0.png,"We introduce Latxa, a family of large language models for Basque ranging from 7 to 70 billion parameters. %, together with a complete development ecosystem. Latxa is based on Llama 2, which we continue pretraining on a new Basque corpus comprising 4.3M documents and 4.2B tokens. Addressing the scarcity of high-quality benchmarks for Basque, we further introduce 4 multiple choice evaluation datasets: EusProficiency, comprising 5,169 questions from official language proficiency exams; EusReading, comprising 352 reading comprehension questions; EusTrivia, comprising 1,715 trivia questions from 5 knowledge areas; and EusExams, comprising 16,774 questions from public examinations. In our extensive evaluation, Latxa outperforms all previous open models we compare to by a large margin. In addition, it is competitive with GPT-4 Turbo in language proficiency and understanding, despite lagging behind in reading comprehension and knowledge-intensive tasks. Both the Latxa family of models, as well as our new pretraining corpora and evaluation datasets, are publicly available under open licenses.} Our suite enables reproducible research on methods to build LLMs for low-resource languages.",Validation perplexity throughout training.
Why are Sensitive Functions Hard for Transformers?,2402.09963v4,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2402.09963v4_0.pdf,"Empirical studies have identified a range of learnability biases and limitations of transformers, such as a persistent difficulty in learning to compute simple formal languages such as PARITY, and a bias towards low-degree functions. However, theoretical understanding remains limited, with existing expressiveness theory either overpredicting or underpredicting realistic learning abilities. We prove that, under the transformer architecture, the loss landscape is constrained by the input-space sensitivity: Transformers whose output is sensitive to many parts of the input string inhabit isolated points in parameter space, leading to a low-sensitivity bias in generalization. We show theoretically and empirically that this theory unifies a broad array of empirical observations about the learning abilities and biases of transformers, such as their generalization bias towards low sensitivity and low degree, and difficulty in length generalization for PARITY. This shows that understanding transformers' inductive biases requires studying not just their in-principle expressivity, but also their loss landscape.","Training transformers on inputs of increasing length produces a steeper loss landscape for PARITY (as measured by average direction sharpness), while the loss landscape of MAJORITY does not show significant changes. Our main result (Theorem~\ref{thm:lrho-bound}) provides a rigorous explanation for this phenomenon."
Talk With Human-like Agents: Empathetic Dialogue Through Perceptible Acoustic Reception and Reaction,2406.12707v1,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2406.12707v1_0.pdf,"Large Language Model (LLM)-enhanced agents become increasingly prevalent in Human-AI communication, offering vast potential from entertainment to professional domains. However, current multi-modal dialogue systems overlook the acoustic information present in speech, which is crucial for understanding human communication nuances. This oversight can lead to misinterpretations of speakers' intentions, resulting in inconsistent or even contradictory responses within dialogues. To bridge this gap, in this paper, we propose PerceptiveAgent, an empathetic multi-modal dialogue system designed to discern deeper or more subtle meanings beyond the literal interpretations of words through the integration of speech modality perception. Employing LLMs as a cognitive core, PerceptiveAgent perceives acoustic information from input speech and generates empathetic responses based on speaking styles described in natural language. Experimental results indicate that PerceptiveAgent excels in contextual understanding by accurately discerning the speakers' true intentions in scenarios where the linguistic meaning is either contrary to or inconsistent with the speaker's true feelings, producing more nuanced and expressive spoken dialogues. Code is publicly available at: .",Examples illustrating the definition of empathy within dialogues.
WebCiteS: Attributed Query-Focused Summarization on Chinese Web Search Results with Citations,2403.01774v2,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2403.01774v2_0.pdf,"Enhancing the attribution in large language models (LLMs) is a crucial task. One feasible approach is to enable LLMs to cite external sources that support their generations. However, existing datasets and evaluation methods in this domain still exhibit notable limitations. In this work, we formulate the task of attributed query-focused summarization~(AQFS) and present WebCiteS, a Chinese dataset featuring 7k human-annotated summaries with citations. WebCiteS derives from real-world user queries and web search results, offering a valuable resource for model training and evaluation. Prior works in attribution evaluation do not differentiate between groundedness errors and citation errors. They also fall short in automatically verifying sentences that draw partial support from multiple sources. We tackle these issues by developing detailed metrics and enabling the automatic evaluator to decompose the sentences into sub-claims for fine-grained verification. Our comprehensive evaluation of both open-source and proprietary models on WebCiteS highlights the challenge LLMs face in correctly citing sources, underscoring the necessity for further improvement.}",Illustration of attributed query-focused summarization~(AQFS). Full example is shown in Table~\ref{tab:fsp_prompt}.
What Languages are Easy to Language-Model? A Perspective from Learning Probabilistic Regular Languages,2406.04289v5,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2406.04289v5_0.pdf,"What can large language models learn? By definition, language models (LM) are distributions over strings. Therefore, an intuitive way of addressing the above question is to formalize it as a matter of learnability of {classes} of distributions over strings. While prior work in this direction focused on assessing the theoretical limits, in contrast, we seek to understand the empirical learnability. Unlike prior empirical work, we evaluate neural LMs on their home turf---learning probabilistic languages---rather than as classifiers of formal languages. In particular, we investigate the learnability of regular LMs (s) by RNN and Transformer LMs. We empirically test the learnability of s as a function of various complexity parameters of the and the hidden state size of the neural LM. We find that the rank, which corresponds to the size of linear space spanned by the logits of its conditional distributions, and the expected length of sampled strings are strong and significant predictors of learnability for both RNNs and Transformers. Several other predictors also reach significance, but with differing patterns between RNNs and Transformers.-1","A \textcolor{ETHGreen}{finite-state automaton} defines a {set} of strings by assigning string binary weights. A \textcolor{ETHRed}{probabilistic finite-state automaton} and a \textcolor{ETHBlue}{neural LM} such as an RNN or a Transformer LM, however, define a {probability distribution} over strings."
"PsySafe: A Comprehensive Framework for Psychological-based Attack, Defense, and Evaluation of Multi-agent System Safety",2401.11880v3,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2401.11880v3_0.pdf,"Multi-agent systems, when enhanced with Large Language Models (LLMs), exhibit profound capabilities in collective intelligence. However, the potential misuse of this intelligence for malicious purposes presents significant risks. To date, comprehensive research on the safety issues associated with multi-agent systems remains limited. In this paper, we explore these concerns through the innovative lens of agent psychology, revealing that the dark psychological states of agents constitute a significant threat to safety. To tackle these concerns, we propose a comprehensive framework~({PsySafe}) grounded in agent psychology, focusing on three key areas: firstly, identifying how dark personality traits in agents can lead to risky behaviors; secondly, evaluating the safety of multi-agent systems from the psychological and behavioral perspectives, and thirdly, devising effective strategies to mitigate these risks. Our experiments reveal several intriguing phenomena, such as the collective dangerous behaviors among agents, agents' self-reflection when engaging in dangerous behavior, and the correlation between agents' psychological assessments and dangerous behaviors. We anticipate that our framework and observations will provide valuable insights for further research into the safety of multi-agent systems. We make our data and code publicly accessible at . {Warning: this paper includes examples that may be offensive or harmful.}","{Examples of Agents' Interactions after Psychological-based Attack}. After being attacked, the multi-agent system, whether for safe daily tasks or dangerous jailbreak tasks, provides dangerous answers. Agents collaborate with each other to generate dangerous content. Responses identified as dangerous are highlighted in red, whereas safe responses are indicated in green."
Political Compass or Spinning Arrow? Towards More Meaningful Evaluations for Values and Opinions in Large Language Models,2402.16786v2,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2402.16786v2_0.png,"Much recent work seeks to evaluate values and opinions in large language models (LLMs) using multiple-choice surveys and questionnaires. Most of this work is motivated by concerns around real-world LLM applications. For example, politically-biased LLMs may subtly influence society when they are used by millions of people. Such real-world concerns, however, stand in stark contrast to the artificiality of current evaluations: real users do not typically ask LLMs survey questions. Motivated by this discrepancy, we challenge the prevailing {constrained} evaluation paradigm for values and opinions in LLMs and explore more realistic {unconstrained} evaluations. As a case study, we focus on the popular Political Compass Test (PCT). In a systematic review, we find that most prior work using the PCT {forces} models to comply with the PCT's multiple-choice format. We show that models give substantively different answers when not forced; that answers change depending on how models are forced; and that answers lack paraphrase robustness. Then, we demonstrate that models give different answers yet again in a more realistic open-ended answer setting. We distill these findings into recommendations and open challenges in evaluating values and opinions in LLMs.","A model is prompted with a proposition from the Political Compass Test. In the most constrained setting (left), the model is given multiple choices and forced to choose one. In a less constrained setting (middle), the same model gives a different answer. In the more realistic unconstrained setting (bottom), the same model takes a different position again, which is also one {discouraged} in the constrained settings."
"Same Task, More Tokens: the Impact of Input Length on the Reasoning Performance of Large Language Models",2402.14848v2,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2402.14848v2_0.pdf,"This paper explores the impact of extending input lengths on the capabilities of Large Language Models (LLMs). Despite LLMs advancements in recent times, their performance consistency across different input lengths is not well understood. We investigate this aspect by introducing a novel QA reasoning framework, specifically designed to assess the impact of input length. We isolate the effect of input length using multiple versions of the same sample, each being extended with padding of different lengths, types and locations. Our findings show a notable degradation in LLMs' reasoning performance at much shorter input lengths than their technical maximum. We show that the degradation trend appears in every version of our dataset, although at different intensities. Additionally, our study reveals that the traditional metric of next word prediction correlates negatively with performance of LLMs' on our reasoning dataset. We analyse our results and identify failure modes that can serve as useful guides for future research, potentially informing strategies to address the limitations observed in LLMs.","Reasoning performance drops as input grows, across a variety of tasks. Inputs are composed of text containing information relevant to the task (in red), and irrelevant text (grey) which is drawn from various sources and extended incrementally. Two separate text spans are required to answer correctly, and are located randomly in the input. Each point reflects the performance across 600 samples."
Do Llamas Work in English? On the Latent Language of Multilingual Transformers,2402.10588v4,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2402.10588v4_0.png,"We ask whether multilingual language models trained on unbalanced, English dominated corpora use English as an internal pivot language---a question of key importance for understanding how language models function and the origins of linguistic bias. Focusing on the family of transformer models, our study uses carefully constructed non English prompts with a unique correct single token continuation. From layer to layer, transformers gradually map an input embedding of the final prompt token to an output embedding from which next token probabilities are computed. Tracking intermediate embeddings through their high dimensional space reveals three distinct phases, whereby intermediate embeddings (1)~start far away from output token embeddings; (2)~already allow for decoding a semantically correct next token in middle layers, but give higher probability to its version in English than in the input language; (3)~finally move into an input language specific region of the embedding space. We cast these results into a conceptual model where the three phases operate in ``input space'', ``concept space'', and ``output space'', respectively. Crucially, our evidence suggests that the abstract ``concept space'' lies closer to English than to other languages, which may have important consequences regarding the biases held by multilingual language models. Code and data is made available here: .","{Illustration of logit lens,} which applies language modeling head (here, \llama{}-7B) prematurely to latent embeddings in intermediate layers, yielding one next\hyp token distribution per position ($x$-axis) and layer ($y$-axis). We show final tokens of translation prompt (\cf\ \Secref{sec:data}) ending with ``Français:\ ""fleur"" - \zh{中文}:\ ""'' (where ``\zh{中文}'' means ``Chinese''). Final layer correctly ranks ``\zh{花}'' (translation of ``fleur'') on top, whereas intermediate layers decode English ``flower''. Color indicates entropy of next\hyp token distributions from low (blue) to high (red). (Plotting tool: \citet{belrose2023eliciting}.)"
Calibrating Large Language Models Using Their Generations Only,2403.05973v1,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2403.05973v1_0.pdf,"As large language models (LLMs) are increasingly deployed in user-facing applications, building trust and maintaining safety by accurately quantifying a model's confidence in its prediction becomes even more important. However, finding effective ways to calibrate LLMs---especially when the only interface to the models is their generated text---remains a challenge. We propose APRICOT \ (uxiliary edction of nfidence argets): A method to set confidence targets and train an additional model that predicts an LLM's confidence based on its textual input and output alone. This approach has several advantages: It is conceptually simple, does not require access to the target model beyond its output, does not interfere with the language generation, and has a multitude of potential usages, for instance by verbalizing the predicted confidence or adjusting the given answer based on the confidence. We show how our approach performs competitively in terms of calibration error for white-box and black-box LLMs on closed-book question-answering to detect incorrect LLM answers.",Illustration of APRICOT \peach: We train an auxiliary model to predict a target LLM's confidence based on its input and the generated answer.
Iterative Forward Tuning Boosts In-Context Learning in Language Models,2305.13016v3,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2305.13016v3_0.pdf,"Despite the advancements in in-context learning (ICL) for large language models (LLMs), current research centers on specific prompt engineering, such as demonstration selection, with the expectation that a single iteration of demonstrations processing can generalize effectively to a given test sample. However, this perspective overlooks the potential benefits derived from multiple iterations involving demonstrations, a practice aligning more closely with the iterative decision-making process exhibited by humans, who often learn through analogy. In this study, we introduce a novel two-stage framework to boost ICL in LLMs. Specifically, our framework delineates the ICL process into two distinct stages: and test stages. The stage incorporates a unique attention mechanism, i.e., iterative enhanced attention, which enables multiple rounds of information accumulation. This mechanism operates by manipulating the Key-Value matrices without training, fostering enhanced understanding capabilities in LLMs by ``{thinking}'' demonstrations multiple times. We evaluated across a range of benchmarks and LLMs, showing its superior performance over vanilla ICL methods and its effectiveness in challenging tasks where demonstration selection is infeasible.","The illustrations of vanilla ICL and our proposed two-stage framework through \methodname. The vanilla ICL method processes demonstrations only once, while our ``\methodname'' method enables multiple rounds of information accumulation during the reasoning process."
Pride and Prejudice: LLM Amplifies Self-Bias in Self-Refinement,2402.11436v2,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2402.11436v2_0.png,"Recent studies show that large language models (LLMs) improve their performance through self-feedback on certain tasks while degrade on others. We discovered that such a contrary is due to LLM's bias in evaluating their own output. In this paper, we formally define LLM's self-bias -- the tendency to favor its own generation -- using two statistics. We analyze six LLMs (GPT-4, GPT-3.5, Gemini, LLaMA2, Mixtral and DeepSeek) on translation, constrained text generation, and mathematical reasoning tasks. We find that self-bias is prevalent in all examined LLMs across multiple languages and tasks. Our analysis reveals that while the self-refine pipeline improves the fluency and understandability of model outputs, it further amplifies self-bias. To mitigate such biases, we discover that larger model size and external feedback with accurate assessment can significantly reduce bias in the self-refine pipeline, leading to actual performance improvement in downstream tasks. The code and data are released at .","How LLM's self-feedback inflates scores compared to human assessment. Bias is the mean difference between LLM and human scores, while skewness (Dskew) measures the asymmetry of their distribution around zero. Non-biased estimation will have Dskew=0."
Steering Llama 2 via Contrastive Activation Addition,2312.06681v4,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2312.06681v4_0.pdf;/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2312.06681v4_1.pdf,"We introduce Contrastive Activation Addition (CAA), a method for steering language models by modifying their activations during forward passes. CAA computes ``steering vectors'' by averaging the difference in residual stream activations between pairs of positive and negative examples of a particular behavior, such as factual versus hallucinatory responses. During inference, these steering vectors are added at all token positions after the user's prompt with either a positive or negative coefficient, allowing precise control over the degree of the targeted behavior. We evaluate CAA's effectiveness on Llama 2 Chat using multiple-choice behavioral question datasets and open-ended generation tasks. We demonstrate that CAA significantly alters model behavior, is effective over and on top of traditional methods like finetuning and system prompt design, and minimally reduces capabilities. Moreover, we gain deeper insights into CAA's mechanisms by employing various activation space interpretation methods. CAA accurately steers model outputs and sheds light on how high-level concepts are represented in Large Language Models (LLMs).","We perform forward passes on contrastive examples of answers to multiple-choice questions, extracting residual stream activations at a particular layer at the token position of the answer. We then take the mean activation difference over many contrast pairs. At inference time, this vector is added back into the residual stream with a chosen multiplier at all token positions after the instruction to control the behavior."
Deciphering Oracle Bone Language with Diffusion Models,2406.00684v3,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2406.00684v3_0.pdf,"Originating from China's Shang Dynasty approximately 3,000 years ago, the Oracle Bone Script (OBS) is a cornerstone in the annals of linguistic history, predating many established writing systems. Despite the discovery of thousands of inscriptions, a vast expanse of OBS remains undeciphered, casting a veil of mystery over this ancient language. The emergence of modern AI technologies presents a novel frontier for OBS decipherment, challenging traditional NLP methods that rely heavily on large textual corpora, a luxury not afforded by historical languages. This paper introduces a novel approach by adopting image generation techniques, specifically through the development of Oracle Bone Script Decipher (). Utilizing a conditional diffusion-based strategy, generates vital clues for decipherment, charting a new course for AI-assisted analysis of ancient languages. To validate its efficacy, extensive experiments were conducted on an oracle bone script dataset, with quantitative results demonstrating the effectiveness of . {Code and decipherment results will be made available} at {https://github.com/guanhaisu/OBSD}.",Conditional diffusion model for OBS decipherment.
Causal Estimation of Memorisation Profiles,2406.04327v1,/export/fs06/yguan19/Figure1_Dataset/benchmark/img/2406.04327v1_0.pdf,"Understanding memorisation in language models has practical and societal implications, e.g., studying models' training dynamics or preventing copyright infringements. Prior work defines memorisation as the causal effect of training with an instance on the model's ability to predict that instance. This definition relies on a counterfactual: the ability to observe what would have happened had the model not seen that instance. Existing methods struggle to provide computationally efficient and accurate estimates of this counterfactual. Further, they often estimate memorisation for a model architecture rather than for a specific model instance. This paper fills an important gap in the literature, proposing a new, principled, and efficient method to estimate memorisation based on the difference-in-differences design from econometrics. Using this method, we characterise a model's memorisation profile---its memorisation trends across training---by only observing its behaviour on a small set of instances throughout training. In experiments with the Pythia model suite, we find that memorisation (i) is stronger and more persistent in larger models, (ii) is determined by data order and learning rate, and (iii) has stable trends across model sizes, thus making memorisation in larger models predictable from smaller ones.",Memorisation profile (top) and path (bottom) of Pythia \q{6.9}{\billion}. Each entry represents the expected counterfactual memorisation of instances trained on at a specific timestep (\enquote{Treatment Step}) across model checkpoints (\enquote{Checkpoint Step}). The dashed vertical line indicates the end of the first epoch.
